"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Попытка заселения / выселения пользователя при неполном заполнении формы","6932","Попытка отправки формы с незаполненным(и) обязательным(и) значением(ями)","PfDiplomaTeam1 All Tests","Tue Aug 19 18:24:27 UTC 2025","passed","Tue Aug 19 18:24:34 UTC 2025","tests.ui.SettleToHouseTest","All Tests","tests.ui.SettleToHouseTest","settleUserToOrEvictFromHouseWithEmptyFieldsValues"
"Попытка совершения продажи/покупки авто при неполном заполнении формы","6965","Попытка отправки формы с незаполненным(и) обязательным(и) значением(ями)","PfDiplomaTeam1 All Tests","Tue Aug 19 18:16:44 UTC 2025","passed","Tue Aug 19 18:16:51 UTC 2025","tests.ui.BuyOrSellCarTest","All Tests","tests.ui.BuyOrSellCarTest","buyOrSellCarWithEmptyFieldsValues"
"Проверка API метода POST: не переданы обязательные параметры userId, carId","862","Нарушение контракта методов POST /user/{userId}/{buy/sell}Car/{carId}","PfDiplomaTeam1 All Tests","Tue Aug 19 18:32:00 UTC 2025","passed","Tue Aug 19 18:32:01 UTC 2025","tests.api.PersonControllerTest","All Tests","tests.api.PersonControllerTest","userBuyOrSellCarMissRequiredValues"
"Проверка получения всех домов API","3139","Получение списка домов (GET /houses)","PfDiplomaTeam1 All Tests","Tue Aug 19 18:32:30 UTC 2025","passed","Tue Aug 19 18:32:33 UTC 2025","tests.api.HouseAPITest","All Tests","tests.api.HouseAPITest","getAllHousesTest"
"Проверка ошибок при неккоректном заполнении полей добавление денег","6446","Проверка ошибок при неккоректном заполнении полей добавление денег","PfDiplomaTeam1 All Tests","Tue Aug 19 18:18:07 UTC 2025","passed","Tue Aug 19 18:18:13 UTC 2025","tests.ui.AddMoneyTest","All Tests","tests.ui.AddMoneyTest","notValidAddMoney"
"Проверка поиска по существующему ID","7215","Проверка поиска по существующему ID","PfDiplomaTeam1 All Tests","Tue Aug 19 18:29:03 UTC 2025","passed","Tue Aug 19 18:29:10 UTC 2025","tests.ui.ReadOneByIdPageTest","All Tests","tests.ui.ReadOneByIdPageTest","inputExistentNumberId"
"Негативные проверки на ввод цифр в поля ввода","5581","Ввод русских, английских букв, спецсимволов и пробела в поля ввода","PfDiplomaTeam1 All Tests","Tue Aug 19 18:15:41 UTC 2025","passed","Tue Aug 19 18:15:46 UTC 2025","tests.ui.BuyOrSellCarInputsTest","All Tests","tests.ui.BuyOrSellCarInputsTest","negativeInputInFields"
"Проверка создания карточки машины с локализированными валидными данными","1913","createLocalizedCar","PfDiplomaTeam1 All Tests","Tue Aug 19 18:26:26 UTC 2025","passed","Tue Aug 19 18:26:28 UTC 2025","tests.ui.CreateCarTest","All Tests","tests.ui.CreateCarTest","createLocalizedCar"
"Негативные проверки на ввод цифр в поля ввода","5341","Ввод русских, английских букв, спецсимволов и пробела в поля ввода","PfDiplomaTeam1 All Tests","Tue Aug 19 18:24:05 UTC 2025","passed","Tue Aug 19 18:24:10 UTC 2025","tests.ui.SettleToHouseInputsTest","All Tests","tests.ui.SettleToHouseInputsTest","negativeInputInFields"
"Негативные проверки на ввод цифр в поля ввода","5419","Ввод русских, английских букв, спецсимволов и пробела в поля ввода","PfDiplomaTeam1 All Tests","Tue Aug 19 18:15:35 UTC 2025","passed","Tue Aug 19 18:15:40 UTC 2025","tests.ui.BuyOrSellCarInputsTest","All Tests","tests.ui.BuyOrSellCarInputsTest","negativeInputInFields"
"Попытка совершения продажи/покупки авто с отсутствующими в БД значениями","7000","Попытка отправки формы с несуществующими в БД значениями","PfDiplomaTeam1 All Tests","Tue Aug 19 18:17:20 UTC 2025","passed","Tue Aug 19 18:17:27 UTC 2025","tests.ui.BuyOrSellCarTest","All Tests","tests.ui.BuyOrSellCarTest","buyOrSellCarWithNonExistentValues"
"Проверка изменения значений в полях ввода по нажатию на стрелочки в этих полях","5321","Проверяет увеличение/уменьшение значений в полях ввода User ID и House ID при нажатии на стрелки","PfDiplomaTeam1 All Tests","Tue Aug 19 18:23:11 UTC 2025","passed","Tue Aug 19 18:23:16 UTC 2025","tests.ui.SettleToHouseInputsTest","All Tests","tests.ui.SettleToHouseInputsTest","changeFieldsValue"
"Проверка ошибок при неккоректном заполнении карточки клиента","6515","Проверка ошибок при неккоректном заполнение карточки клиента","PfDiplomaTeam1 All Tests","Tue Aug 19 18:21:04 UTC 2025","passed","Tue Aug 19 18:21:11 UTC 2025","tests.ui.CreateUserTest","All Tests","tests.ui.CreateUserTest","createUserWithNegativeValue"
"Проверка получения дома API","3894","Получение дома по id (GET /house/{id})","PfDiplomaTeam1 All Tests","Tue Aug 19 18:32:34 UTC 2025","passed","Tue Aug 19 18:32:37 UTC 2025","tests.api.HouseAPITest","All Tests","tests.api.HouseAPITest","getHouseByIdTest"
"Проверка создания клиента","6733","Проверка создания клиента","PfDiplomaTeam1 All Tests","Tue Aug 19 18:19:31 UTC 2025","passed","Tue Aug 19 18:19:38 UTC 2025","tests.ui.CreateUserTest","All Tests","tests.ui.CreateUserTest","createUser"
"Проверка API метода POST: не переданы обязательные параметры, неверное значение параметра sex","867","Нарушение контракта метода POST /user","PfDiplomaTeam1 All Tests","Tue Aug 19 18:31:33 UTC 2025","passed","Tue Aug 19 18:31:34 UTC 2025","tests.api.PersonControllerTest","All Tests","tests.api.PersonControllerTest","createUserNegativeParams"
