"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Попытка совершения продажи/покупки авто с отсутствующими в БД значениями","5784","Попытка отправки формы с несуществующими в БД значениями","PfDiplomaTeam1 All Tests","Sun Aug 17 11:10:37 UTC 2025","passed","Sun Aug 17 11:10:43 UTC 2025","tests.ui.BuyOrSellCarTest","All Tests","tests.ui.BuyOrSellCarTest","buyOrSellCarWithNonExistentValues"
"Негативные проверки на ввод цифр в поля ввода","4137","Ввод русских, английских букв, спецсимволов и пробела в поля ввода","PfDiplomaTeam1 All Tests","Sun Aug 17 11:16:08 UTC 2025","passed","Sun Aug 17 11:16:12 UTC 2025","tests.ui.SettleToHouseInputsTest","All Tests","tests.ui.SettleToHouseInputsTest","negativeInputInFields"
"Попытка заселения / выселения пользователя при неполном заполнении формы","5746","Попытка отправки формы с незаполненным(и) обязательным(и) значением(ями)","PfDiplomaTeam1 All Tests","Sun Aug 17 11:16:36 UTC 2025","passed","Sun Aug 17 11:16:42 UTC 2025","tests.ui.SettleToHouseTest","All Tests","tests.ui.SettleToHouseTest","settleUserToOrEvictFromHouseWithEmptyFieldsValues"
"Проверка покупки автомобиля (user.amount = car.price)","4152","Покупка того же автомобиля пользователем","PfDiplomaTeam1 All Tests","Sun Aug 17 11:17:59 UTC 2025","passed","Sun Aug 17 11:18:04 UTC 2025","tests.api.PersonControllerTest","All Tests","tests.api.PersonControllerTest","userBuyCarTwice"
"Попытка заселения / выселения пользователя с отсутствующими в БД значениями","5766","Попытка отправки формы с несуществующими в БД значениями","PfDiplomaTeam1 All Tests","Sun Aug 17 11:17:17 UTC 2025","passed","Sun Aug 17 11:17:23 UTC 2025","tests.ui.SettleToHouseTest","All Tests","tests.ui.SettleToHouseTest","settleUserToOrEvictFromHouseWithNonExistentValues"
"Проверка API метода POST: выполнение запроса с неверным методом","625","Нарушение контракта метода POST /user","PfDiplomaTeam1 All Tests","Sun Aug 17 11:17:52 UTC 2025","passed","Sun Aug 17 11:17:53 UTC 2025","tests.api.PersonControllerTest","All Tests","tests.api.PersonControllerTest","createUserWrongMethod"
"Попытка совершения продажи/покупки авто с отсутствующими в БД значениями","5801","Попытка отправки формы с несуществующими в БД значениями","PfDiplomaTeam1 All Tests","Sun Aug 17 11:10:43 UTC 2025","passed","Sun Aug 17 11:10:49 UTC 2025","tests.ui.BuyOrSellCarTest","All Tests","tests.ui.BuyOrSellCarTest","buyOrSellCarWithNonExistentValues"
"Проверка API метода GET: выполнение запроса с неверным методом","626","Нарушение контракта GET /users","PfDiplomaTeam1 All Tests","Sun Aug 17 11:17:56 UTC 2025","passed","Sun Aug 17 11:17:56 UTC 2025","tests.api.PersonControllerTest","All Tests","tests.api.PersonControllerTest","getAllUsersWrongMethod"
"Негативные проверки на ввод цифр в поля ввода","4161","Ввод русских, английских букв, спецсимволов и пробела в поля ввода","PfDiplomaTeam1 All Tests","Sun Aug 17 11:09:16 UTC 2025","passed","Sun Aug 17 11:09:21 UTC 2025","tests.ui.BuyOrSellCarInputsTest","All Tests","tests.ui.BuyOrSellCarInputsTest","negativeInputInFields"
"Проверка API метода DELETE","1875","Попытка удаления несуществующего пользователя","PfDiplomaTeam1 All Tests","Sun Aug 17 11:17:54 UTC 2025","passed","Sun Aug 17 11:17:56 UTC 2025","tests.api.PersonControllerTest","All Tests","tests.api.PersonControllerTest","deleteUserByNonExistentId"
"Проверка API метода PUT: не переданы обязательные параметры, неверное значение параметра sex","618","Нарушение контракта метода PUT /user","PfDiplomaTeam1 All Tests","Sun Aug 17 11:17:44 UTC 2025","failed","Sun Aug 17 11:17:45 UTC 2025","tests.api.PersonControllerTest","All Tests","tests.api.PersonControllerTest","changeUserNegativeParams"
"Проверка ошибок при неккоректном заполнении карточки клиента","5401","Проверка ошибок при неккоректном заполнение карточки клиента","PfDiplomaTeam1 All Tests","Sun Aug 17 11:13:35 UTC 2025","passed","Sun Aug 17 11:13:41 UTC 2025","tests.ui.CreateUserTest","All Tests","tests.ui.CreateUserTest","createUserWithNegativeValue"
"Проверка ошибок при неккоректном заполнении карточки клиента","5339","Проверка ошибок при неккоректном заполнение карточки клиента","PfDiplomaTeam1 All Tests","Sun Aug 17 11:14:08 UTC 2025","failed","Sun Aug 17 11:14:13 UTC 2025","tests.ui.CreateUserTest","All Tests","tests.ui.CreateUserTest","createUserWithNegativeValue"
"Негативные проверки на ввод цифр в поля ввода","4202","Ввод русских, английских букв, спецсимволов и пробела в поля ввода","PfDiplomaTeam1 All Tests","Sun Aug 17 11:09:08 UTC 2025","passed","Sun Aug 17 11:09:12 UTC 2025","tests.ui.BuyOrSellCarInputsTest","All Tests","tests.ui.BuyOrSellCarInputsTest","negativeInputInFields"
"Проверка ошибок при неккоректном заполнении карточки клиента","5308","Проверка ошибок при неккоректном заполнение карточки клиента","PfDiplomaTeam1 All Tests","Sun Aug 17 11:13:19 UTC 2025","passed","Sun Aug 17 11:13:24 UTC 2025","tests.ui.CreateUserTest","All Tests","tests.ui.CreateUserTest","createUserWithNegativeValue"
"Проверка изменения значений в полях ввода по нажатию на стрелочки в этих полях","4174","Проверяет увеличение/уменьшение значений в полях ввода User ID и Car Id при нажатии на стрелки","PfDiplomaTeam1 All Tests","Sun Aug 17 11:08:50 UTC 2025","passed","Sun Aug 17 11:08:54 UTC 2025","tests.ui.BuyOrSellCarInputsTest","All Tests","tests.ui.BuyOrSellCarInputsTest","changeFieldsValue"
"Проверка ошибок при неккоректном заполнении полей добавление денег","5150","Проверка ошибок при неккоректном заполнении полей добавление денег","PfDiplomaTeam1 All Tests","Sun Aug 17 11:11:05 UTC 2025","passed","Sun Aug 17 11:11:10 UTC 2025","tests.ui.AddMoneyTest","All Tests","tests.ui.AddMoneyTest","notValidAddMoney"
"Проверка ошибок  при удалении","4245","Проверка ошибок при удалении","PfDiplomaTeam1 All Tests","Sun Aug 17 11:14:39 UTC 2025","passed","Sun Aug 17 11:14:43 UTC 2025","tests.ui.AllDeleteTest","All Tests","tests.ui.AllDeleteTest","notValidAddMoney"
"Негативные проверки на ввод цифр в поля ввода","4185","Ввод русских, английских букв, спецсимволов и пробела в поля ввода","PfDiplomaTeam1 All Tests","Sun Aug 17 11:09:26 UTC 2025","passed","Sun Aug 17 11:09:31 UTC 2025","tests.ui.BuyOrSellCarInputsTest","All Tests","tests.ui.BuyOrSellCarInputsTest","negativeInputInFields"
"Проверка API метода PUT: не переданы обязательные параметры, неверное значение параметра sex","614","Нарушение контракта метода PUT /user","PfDiplomaTeam1 All Tests","Sun Aug 17 11:17:42 UTC 2025","passed","Sun Aug 17 11:17:43 UTC 2025","tests.api.PersonControllerTest","All Tests","tests.api.PersonControllerTest","changeUserNegativeParams"
"Проверка API метода POST: переданы несуществующий параметры userId, carId","624","Невалидные данные в запросе","PfDiplomaTeam1 All Tests","Sun Aug 17 11:18:08 UTC 2025","passed","Sun Aug 17 11:18:09 UTC 2025","tests.api.PersonControllerTest","All Tests","tests.api.PersonControllerTest","userBuyOrSellCarWithNonExistentValues"
"Проверка API метода GET","620","Попытка получения информации по несуществующему пользователю","PfDiplomaTeam1 All Tests","Sun Aug 17 11:17:56 UTC 2025","passed","Sun Aug 17 11:17:57 UTC 2025","tests.api.PersonControllerTest","All Tests","tests.api.PersonControllerTest","getUserByNonExistentId"
"Проверка получения авто по ID API","1295","Проверка получения авто по ID API","PfDiplomaTeam1 All Tests","Sun Aug 17 11:17:30 UTC 2025","passed","Sun Aug 17 11:17:32 UTC 2025","tests.api.CarAPITest","All Tests","tests.api.CarAPITest","getCarByIDAPI"
"Проверка API метода PUT: не переданы обязательные параметры, неверное значение параметра sex","625","Нарушение контракта метода PUT /user","PfDiplomaTeam1 All Tests","Sun Aug 17 11:17:41 UTC 2025","passed","Sun Aug 17 11:17:42 UTC 2025","tests.api.PersonControllerTest","All Tests","tests.api.PersonControllerTest","changeUserNegativeParams"
"Негативные проверки на ввод цифр в поля ввода","5683","Ввод русских, английских букв, спецсимволов и пробела в поля ввода","PfDiplomaTeam1 All Tests","Sun Aug 17 11:09:21 UTC 2025","passed","Sun Aug 17 11:09:26 UTC 2025","tests.ui.BuyOrSellCarInputsTest","All Tests","tests.ui.BuyOrSellCarInputsTest","negativeInputInFields"
"Проверка продажи автомобиля","4161","Продажа автомобиля пользователем","PfDiplomaTeam1 All Tests","Sun Aug 17 11:18:09 UTC 2025","passed","Sun Aug 17 11:18:13 UTC 2025","tests.api.PersonControllerTest","All Tests","tests.api.PersonControllerTest","userSellsCar"
"Проверка ошибок  при удалении","4261","Проверка ошибок при удалении","PfDiplomaTeam1 All Tests","Sun Aug 17 11:14:47 UTC 2025","passed","Sun Aug 17 11:14:52 UTC 2025","tests.ui.AllDeleteTest","All Tests","tests.ui.AllDeleteTest","notValidAddMoney"
"Попытка продать автомобиль не в собственности пользователя","1253","Попытка продажи автомобиля пользователем (авто не во владении пользователя)","PfDiplomaTeam1 All Tests","Sun Aug 17 11:18:13 UTC 2025","passed","Sun Aug 17 11:18:14 UTC 2025","tests.api.PersonControllerTest","All Tests","tests.api.PersonControllerTest","userSellsCarNotInOwn"
"Попытка заселения / выселения пользователя при неполном заполнении формы","5725","Попытка отправки формы с незаполненным(и) обязательным(и) значением(ями)","PfDiplomaTeam1 All Tests","Sun Aug 17 11:16:42 UTC 2025","passed","Sun Aug 17 11:16:48 UTC 2025","tests.ui.SettleToHouseTest","All Tests","tests.ui.SettleToHouseTest","settleUserToOrEvictFromHouseWithEmptyFieldsValues"
"Проверка ошибок при неккоректном заполнении карточки клиента","5325","Проверка ошибок при неккоректном заполнение карточки клиента","PfDiplomaTeam1 All Tests","Sun Aug 17 11:12:25 UTC 2025","passed","Sun Aug 17 11:12:30 UTC 2025","tests.ui.CreateUserTest","All Tests","tests.ui.CreateUserTest","createUserWithNegativeValue"
"Проверка ошибок при неккоректном заполнении карточки клиента","5298","Проверка ошибок при неккоректном заполнение карточки клиента","PfDiplomaTeam1 All Tests","Sun Aug 17 11:12:46 UTC 2025","passed","Sun Aug 17 11:12:52 UTC 2025","tests.ui.CreateUserTest","All Tests","tests.ui.CreateUserTest","createUserWithNegativeValue"
"Негативные проверки на ввод цифр в поля ввода","4138","Ввод русских, английских букв, спецсимволов и пробела в поля ввода","PfDiplomaTeam1 All Tests","Sun Aug 17 11:15:45 UTC 2025","passed","Sun Aug 17 11:15:49 UTC 2025","tests.ui.SettleToHouseInputsTest","All Tests","tests.ui.SettleToHouseInputsTest","negativeInputInFields"
"Проверка ошибок при неккоректном заполнении карточки клиента","5304","Проверка ошибок при неккоректном заполнение карточки клиента","PfDiplomaTeam1 All Tests","Sun Aug 17 11:12:30 UTC 2025","passed","Sun Aug 17 11:12:36 UTC 2025","tests.ui.CreateUserTest","All Tests","tests.ui.CreateUserTest","createUserWithNegativeValue"
"Проверка ошибок при неккоректном заполнении карточки клиента","5276","Проверка ошибок при неккоректном заполнение карточки клиента","PfDiplomaTeam1 All Tests","Sun Aug 17 11:13:46 UTC 2025","passed","Sun Aug 17 11:13:51 UTC 2025","tests.ui.CreateUserTest","All Tests","tests.ui.CreateUserTest","createUserWithNegativeValue"
"Попытка заселения / выселения пользователя при неполном заполнении формы","5728","Попытка отправки формы с незаполненным(и) обязательным(и) значением(ями)","PfDiplomaTeam1 All Tests","Sun Aug 17 11:16:31 UTC 2025","passed","Sun Aug 17 11:16:36 UTC 2025","tests.ui.SettleToHouseTest","All Tests","tests.ui.SettleToHouseTest","settleUserToOrEvictFromHouseWithEmptyFieldsValues"
"Проверка изменения значений в полях ввода по нажатию на стрелочки в этих полях","4100","Проверяет увеличение/уменьшение значений в полях ввода User ID и House ID при нажатии на стрелки","PfDiplomaTeam1 All Tests","Sun Aug 17 11:15:21 UTC 2025","passed","Sun Aug 17 11:15:25 UTC 2025","tests.ui.SettleToHouseInputsTest","All Tests","tests.ui.SettleToHouseInputsTest","changeFieldsValue"
"Проверка ошибок при неккоректном заполнении карточки клиента","5310","Проверка ошибок при неккоректном заполнение карточки клиента","PfDiplomaTeam1 All Tests","Sun Aug 17 11:13:24 UTC 2025","passed","Sun Aug 17 11:13:30 UTC 2025","tests.ui.CreateUserTest","All Tests","tests.ui.CreateUserTest","createUserWithNegativeValue"
