"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка ошибок при неккоректном заполнении карточки клиента","6484","Проверка ошибок при неккоректном заполнение карточки клиента","PfDiplomaTeam1 All Tests","Tue Aug 19 16:43:03 UTC 2025","passed","Tue Aug 19 16:43:09 UTC 2025","tests.ui.CreateUserTest","All Tests","tests.ui.CreateUserTest","createUserWithNegativeValue"
"Проверка поиска по существующему ID","7117","Проверка поиска по существующему ID","PfDiplomaTeam1 All Tests","Tue Aug 19 16:50:18 UTC 2025","passed","Tue Aug 19 16:50:26 UTC 2025","tests.ui.ReadOneByIdPageTest","All Tests","tests.ui.ReadOneByIdPageTest","inputExistentNumberId"
"Проверка изменения значений в полях ввода по нажатию на стрелочки в этих полях","11289","Проверяет увеличение/уменьшение значений в полях ввода User ID и Car Id при нажатии на стрелки","PfDiplomaTeam1 All Tests","Tue Aug 19 16:36:18 UTC 2025","passed","Tue Aug 19 16:36:30 UTC 2025","tests.ui.BuyOrSellCarInputsTest","All Tests","tests.ui.BuyOrSellCarInputsTest","changeFieldsValue"
"Проверка изменения значений в полях ввода по нажатию на стрелочки в этих полях","5321","Проверяет увеличение/уменьшение значений в полях ввода User ID и Car Id при нажатии на стрелки","PfDiplomaTeam1 All Tests","Tue Aug 19 16:36:41 UTC 2025","passed","Tue Aug 19 16:36:46 UTC 2025","tests.ui.BuyOrSellCarInputsTest","All Tests","tests.ui.BuyOrSellCarInputsTest","changeFieldsValue"
"Проверка API метода PUT","868","Попытка изменения информации по несуществующему пользователю","PfDiplomaTeam1 All Tests","Tue Aug 19 16:52:58 UTC 2025","passed","Tue Aug 19 16:52:59 UTC 2025","tests.api.PersonControllerTest","All Tests","tests.api.PersonControllerTest","changeUserWithNonExistentId"
"Проверка API метода PUT: не переданы обязательные параметры, неверное значение параметра sex","855","Нарушение контракта метода PUT /user","PfDiplomaTeam1 All Tests","Tue Aug 19 16:52:42 UTC 2025","passed","Tue Aug 19 16:52:43 UTC 2025","tests.api.PersonControllerTest","All Tests","tests.api.PersonControllerTest","changeUserNegativeParams"
"Проверка получения авто по ID API","1771","Проверка получения авто по ID API","PfDiplomaTeam1 All Tests","Tue Aug 19 16:52:27 UTC 2025","passed","Tue Aug 19 16:52:29 UTC 2025","tests.api.CarAPITest","All Tests","tests.api.CarAPITest","getCarByIDAPI"
"Проверка изменения значения возраста нажатием стрелочек","6880","Проверка изменения значения возраста нажатием стрелочек","PfDiplomaTeam1 All Tests","Tue Aug 19 16:39:30 UTC 2025","passed","Tue Aug 19 16:39:37 UTC 2025","tests.ui.CreateUserTest","All Tests","tests.ui.CreateUserTest","arrowClickAge"
"Проверка ошибок  при удалении","5411","Проверка ошибок при удалении","PfDiplomaTeam1 All Tests","Tue Aug 19 16:43:50 UTC 2025","passed","Tue Aug 19 16:43:56 UTC 2025","tests.ui.AllDeleteTest","All Tests","tests.ui.AllDeleteTest","notValidAddMoney"
"Проверка ошибок при неккоректном заполнении карточки клиента","6504","Проверка ошибок при неккоректном заполнение карточки клиента","PfDiplomaTeam1 All Tests","Tue Aug 19 16:40:58 UTC 2025","passed","Tue Aug 19 16:41:04 UTC 2025","tests.ui.CreateUserTest","All Tests","tests.ui.CreateUserTest","createUserWithNegativeValue"
"Проверка нажатия Push To API без ввода данных","8544","Проверка нажатия Push To API без ввода данных","PfDiplomaTeam1 All Tests","Tue Aug 19 16:49:09 UTC 2025","failed","Tue Aug 19 16:49:18 UTC 2025","tests.ui.CreateNewPageTest","All Tests","tests.ui.CreateNewPageTest","pushCreateWithoutData"
"Проверка API метода POST: выполнение запроса с неверным методом","852","Нарушение контракта метода POST /user","PfDiplomaTeam1 All Tests","Tue Aug 19 16:52:56 UTC 2025","passed","Tue Aug 19 16:52:57 UTC 2025","tests.api.PersonControllerTest","All Tests","tests.api.PersonControllerTest","createUserWrongMethod"
"Проверка API метода POST: выполнение запроса с неверным методом","2584","Нарушение контракта POST /user/{userId}","PfDiplomaTeam1 All Tests","Tue Aug 19 16:52:37 UTC 2025","failed","Tue Aug 19 16:52:39 UTC 2025","tests.api.PersonControllerTest","All Tests","tests.api.PersonControllerTest","buyOrSellCarByUserIdCarIdWrongMethod"
"Проверка ошибок при неккоректном заполнении карточки клиента","6483","Проверка ошибок при неккоректном заполнение карточки клиента","PfDiplomaTeam1 All Tests","Tue Aug 19 16:41:57 UTC 2025","passed","Tue Aug 19 16:42:04 UTC 2025","tests.ui.CreateUserTest","All Tests","tests.ui.CreateUserTest","createUserWithNegativeValue"
"Проверка API метода PUT","882","Проверка изменения данных по ранее созданному пользователю","PfDiplomaTeam1 All Tests","Tue Aug 19 16:52:40 UTC 2025","passed","Tue Aug 19 16:52:41 UTC 2025","tests.api.PersonControllerTest","All Tests","tests.api.PersonControllerTest","changeUserData"
"Проверка ошибок при некорректном заполнении карточки авто","1773","createCarWithInvalidData","PfDiplomaTeam1 All Tests","Tue Aug 19 16:47:09 UTC 2025","passed","Tue Aug 19 16:47:11 UTC 2025","tests.ui.CreateCarTest","All Tests","tests.ui.CreateCarTest","createCarWithInvalidData"
"Негативная проверка на ввод цифр,букв, символов в поля ввода","5275","Ввод цифр в поля ввода","PfDiplomaTeam1 All Tests","Tue Aug 19 16:52:07 UTC 2025","passed","Tue Aug 19 16:52:12 UTC 2025","tests.ui.ReadUserWithCarsTest","All Tests","tests.ui.ReadUserWithCarsTest","negativeInputInFields"
"Проверка Удаления авто по ID API","1752","Проверка Удаления авто по ID API","PfDiplomaTeam1 All Tests","Tue Aug 19 16:52:25 UTC 2025","passed","Tue Aug 19 16:52:27 UTC 2025","tests.api.CarAPITest","All Tests","tests.api.CarAPITest","deleteCarByIDAPI"
"Проверка ошибок  при удалении","5426","Проверка ошибок при удалении","PfDiplomaTeam1 All Tests","Tue Aug 19 16:43:20 UTC 2025","passed","Tue Aug 19 16:43:26 UTC 2025","tests.ui.AllDeleteTest","All Tests","tests.ui.AllDeleteTest","notValidAddMoney"
"Проверка изменения значений в полях ввода по нажатию на стрелочки в этих полях","5269","Проверяет увеличение/уменьшение значений в полях ввода User ID и House ID при нажатии на стрелки","PfDiplomaTeam1 All Tests","Tue Aug 19 16:44:18 UTC 2025","passed","Tue Aug 19 16:44:23 UTC 2025","tests.ui.SettleToHouseInputsTest","All Tests","tests.ui.SettleToHouseInputsTest","changeFieldsValue"
"Попытка заселения / выселения пользователя при неполном заполнении формы","6896","Попытка отправки формы с незаполненным(и) обязательным(и) значением(ями)","PfDiplomaTeam1 All Tests","Tue Aug 19 16:45:33 UTC 2025","passed","Tue Aug 19 16:45:40 UTC 2025","tests.ui.SettleToHouseTest","All Tests","tests.ui.SettleToHouseTest","settleUserToOrEvictFromHouseWithEmptyFieldsValues"
"Негативные проверки на ввод цифр в поля ввода","5328","Ввод русских, английских букв, спецсимволов и пробела в поля ввода","PfDiplomaTeam1 All Tests","Tue Aug 19 16:45:11 UTC 2025","passed","Tue Aug 19 16:45:17 UTC 2025","tests.ui.SettleToHouseInputsTest","All Tests","tests.ui.SettleToHouseInputsTest","negativeInputInFields"
"Позитивная проверка на ввод цифр в поля ввода","5339","Ввод цифр в поля ввода","PfDiplomaTeam1 All Tests","Tue Aug 19 16:37:35 UTC 2025","passed","Tue Aug 19 16:37:40 UTC 2025","tests.ui.BuyOrSellCarInputsTest","All Tests","tests.ui.BuyOrSellCarInputsTest","positiveInputInFields"
"Негативная проверка на ввод цифр,букв, символов в поля ввода","5291","Ввод цифр в поля ввода","PfDiplomaTeam1 All Tests","Tue Aug 19 16:51:46 UTC 2025","passed","Tue Aug 19 16:51:51 UTC 2025","tests.ui.ReadUserWithCarsTest","All Tests","tests.ui.ReadUserWithCarsTest","negativeInputInFields"
