"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6081","Отправка пустой формы 'Создание автомобиля' — ошибка валидации","PfDiplomaTeam1 All Tests","Wed Aug 20 09:40:27 UTC 2025","passed","Wed Aug 20 09:40:33 UTC 2025","tests.ui.AllPostTest","All Tests","tests.ui.AllPostTest","testEmptyFormCreateCar"
"Попытка заселения / выселения пользователя при неполном заполнении формы","6144","Попытка отправки формы с незаполненным(и) обязательным(и) значением(ями)","PfDiplomaTeam1 All Tests","Wed Aug 20 09:34:28 UTC 2025","passed","Wed Aug 20 09:34:34 UTC 2025","tests.ui.SettleToHouseTest","All Tests","tests.ui.SettleToHouseTest","settleUserToOrEvictFromHouseWithEmptyFieldsValues"
"Проверка покупки автомобиля (user.amount = car.price)","4194","Покупка того же автомобиля пользователем","PfDiplomaTeam1 All Tests","Wed Aug 20 09:39:45 UTC 2025","passed","Wed Aug 20 09:39:49 UTC 2025","tests.api.PersonControllerTest","All Tests","tests.api.PersonControllerTest","userBuyCarTwice"
"Попытка совершения продажи/покупки авто при неполном заполнении формы","5801","Попытка отправки формы с незаполненным(и) обязательным(и) значением(ями)","PfDiplomaTeam1 All Tests","Wed Aug 20 09:27:33 UTC 2025","passed","Wed Aug 20 09:27:39 UTC 2025","tests.ui.BuyOrSellCarTest","All Tests","tests.ui.BuyOrSellCarTest","buyOrSellCarWithEmptyFieldsValues"
"Негативные проверки на ввод цифр в поля ввода","4257","Ввод русских, английских букв, спецсимволов и пробела в поля ввода","PfDiplomaTeam1 All Tests","Wed Aug 20 09:26:56 UTC 2025","passed","Wed Aug 20 09:27:00 UTC 2025","tests.ui.BuyOrSellCarInputsTest","All Tests","tests.ui.BuyOrSellCarInputsTest","negativeInputInFields"
"Попытка заселения / выселения пользователя при неполном заполнении формы","6150","Попытка отправки формы с незаполненным(и) обязательным(и) значением(ями)","PfDiplomaTeam1 All Tests","Wed Aug 20 09:34:40 UTC 2025","passed","Wed Aug 20 09:34:46 UTC 2025","tests.ui.SettleToHouseTest","All Tests","tests.ui.SettleToHouseTest","settleUserToOrEvictFromHouseWithEmptyFieldsValues"
"Проверка ошибок  при удалении","4657","Проверка ошибок при удалении","PfDiplomaTeam1 All Tests","Wed Aug 20 09:32:45 UTC 2025","passed","Wed Aug 20 09:32:50 UTC 2025","tests.ui.AllDeleteTest","All Tests","tests.ui.AllDeleteTest","notValidAddMoney"
"Проверка ошибок при неккоректном заполнении карточки клиента","5753","Проверка ошибок при неккоректном заполнение карточки клиента","PfDiplomaTeam1 All Tests","Wed Aug 20 09:32:12 UTC 2025","passed","Wed Aug 20 09:32:18 UTC 2025","tests.ui.CreateUserTest","All Tests","tests.ui.CreateUserTest","createUserWithNegativeValue"
"Проверка поиска по ID = 0 через нажатие стрелок","7738","Проверка поиска по ID = 0 через нажатие стрелок","PfDiplomaTeam1 All Tests","Wed Aug 20 09:38:14 UTC 2025","passed","Wed Aug 20 09:38:22 UTC 2025","tests.ui.ReadOneByIdPageTest","All Tests","tests.ui.ReadOneByIdPageTest","inputNullIdByArrows"
"Проверка API метода GET","630","Попытка получения информации по несуществующему пользователю","PfDiplomaTeam1 All Tests","Wed Aug 20 09:39:42 UTC 2025","passed","Wed Aug 20 09:39:42 UTC 2025","tests.api.PersonControllerTest","All Tests","tests.api.PersonControllerTest","getUserByNonExistentId"
