"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка создания авто API","1786","Проверка создания авто API","PfDiplomaTeam1 All Tests","Mon Aug 18 19:17:00 UTC 2025","passed","Mon Aug 18 19:17:02 UTC 2025","tests.api.CarAPITest","All Tests","tests.api.CarAPITest","createCarAPI"
"Проверка API метода PUT: не переданы обязательные параметры, неверное значение параметра sex","606","Нарушение контракта метода PUT /user","PfDiplomaTeam1 All Tests","Mon Aug 18 19:17:18 UTC 2025","passed","Mon Aug 18 19:17:18 UTC 2025","tests.api.PersonControllerTest","All Tests","tests.api.PersonControllerTest","changeUserNegativeParams"
"Проверка API метода POST: не переданы обязательные параметры, неверное значение параметра sex","599","Нарушение контракта метода POST /user","PfDiplomaTeam1 All Tests","Mon Aug 18 19:17:20 UTC 2025","passed","Mon Aug 18 19:17:21 UTC 2025","tests.api.PersonControllerTest","All Tests","tests.api.PersonControllerTest","createUserNegativeParams"
"Проверка изменения значения возраста нажатием стрелочек","6005","Проверка изменения значения возраста нажатием стрелочек","PfDiplomaTeam1 All Tests","Mon Aug 18 19:06:05 UTC 2025","passed","Mon Aug 18 19:06:11 UTC 2025","tests.ui.CreateUserTest","All Tests","tests.ui.CreateUserTest","arrowClickAge"
"Попытка совершения продажи/покупки авто с отсутствующими в БД значениями","6274","Попытка отправки формы с несуществующими в БД значениями","PfDiplomaTeam1 All Tests","Mon Aug 18 19:05:10 UTC 2025","passed","Mon Aug 18 19:05:17 UTC 2025","tests.ui.BuyOrSellCarTest","All Tests","tests.ui.BuyOrSellCarTest","buyOrSellCarWithNonExistentValues"
"Попытка совершения продажи/покупки авто при неполном заполнении формы","6388","Попытка отправки формы с незаполненным(и) обязательным(и) значением(ями)","PfDiplomaTeam1 All Tests","Mon Aug 18 19:04:20 UTC 2025","passed","Mon Aug 18 19:04:26 UTC 2025","tests.ui.BuyOrSellCarTest","All Tests","tests.ui.BuyOrSellCarTest","buyOrSellCarWithEmptyFieldsValues"
"Проверка ошибок  при удалении","4657","Проверка ошибок при удалении","PfDiplomaTeam1 All Tests","Mon Aug 18 19:09:57 UTC 2025","passed","Mon Aug 18 19:10:01 UTC 2025","tests.ui.AllDeleteTest","All Tests","tests.ui.AllDeleteTest","notValidAddMoney"
"Проверка изменения значения денег нажатием стрелочек","5903","Проверка изменения значения денег нажатием стрелочек","PfDiplomaTeam1 All Tests","Mon Aug 18 19:06:35 UTC 2025","passed","Mon Aug 18 19:06:41 UTC 2025","tests.ui.CreateUserTest","All Tests","tests.ui.CreateUserTest","arrowClickMoney"
"Позитивная проверка на ввод цифр в поля ввода","4513","Ввод цифр в поля ввода","PfDiplomaTeam1 All Tests","Mon Aug 18 19:11:01 UTC 2025","passed","Mon Aug 18 19:11:06 UTC 2025","tests.ui.SettleToHouseInputsTest","All Tests","tests.ui.SettleToHouseInputsTest","positiveInputInFields"
"Проверка кнопки Reload","6021","Проверка кнопки Reload","PfDiplomaTeam1 All Tests","Mon Aug 18 19:15:01 UTC 2025","passed","Mon Aug 18 19:15:07 UTC 2025","tests.ui.ReadAllPageTest","All Tests","tests.ui.ReadAllPageTest","clickReloadButton"
"Проверка ошибок при неккоректном заполнении полей добавление денег","5722","Проверка ошибок при неккоректном заполнении полей добавление денег","PfDiplomaTeam1 All Tests","Mon Aug 18 19:05:17 UTC 2025","passed","Mon Aug 18 19:05:22 UTC 2025","tests.ui.AddMoneyTest","All Tests","tests.ui.AddMoneyTest","notValidAddMoney"
"Проверка API метода POST: не переданы обязательные параметры, неверное значение параметра sex","597","Нарушение контракта метода POST /user","PfDiplomaTeam1 All Tests","Mon Aug 18 19:17:24 UTC 2025","passed","Mon Aug 18 19:17:24 UTC 2025","tests.api.PersonControllerTest","All Tests","tests.api.PersonControllerTest","createUserNegativeParams"
"Проверка ошибок при неккоректном заполнении карточки клиента","5689","Проверка ошибок при неккоректном заполнение карточки клиента","PfDiplomaTeam1 All Tests","Mon Aug 18 19:07:45 UTC 2025","failed","Mon Aug 18 19:07:50 UTC 2025","tests.ui.CreateUserTest","All Tests","tests.ui.CreateUserTest","createUserWithNegativeValue"
"Проверка API метода GET","1225","Проверка получения информации по ранее созданному пользователю","PfDiplomaTeam1 All Tests","Mon Aug 18 19:17:49 UTC 2025","passed","Mon Aug 18 19:17:50 UTC 2025","tests.api.PersonControllerTest","All Tests","tests.api.PersonControllerTest","getUserById"
