"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка API метода GET: выполнение запроса с неверным методом","801","Нарушение контракта GET /user/{userId}","PfDiplomaTeam1 All Tests","Mon Aug 18 08:44:25 UTC 2025","passed","Mon Aug 18 08:44:25 UTC 2025","tests.api.PersonControllerTest","All Tests","tests.api.PersonControllerTest","getUserWithIncorrectMethod"
"Негативные проверки на ввод цифр в поля ввода","5220","Ввод русских, английских букв, спецсимволов и пробела в поля ввода","PfDiplomaTeam1 All Tests","Mon Aug 18 08:32:06 UTC 2025","passed","Mon Aug 18 08:32:11 UTC 2025","tests.ui.BuyOrSellCarInputsTest","All Tests","tests.ui.BuyOrSellCarInputsTest","negativeInputInFields"
"Проверка ошибок  при удалении","5769","Проверка ошибок при удалении","PfDiplomaTeam1 All Tests","Mon Aug 18 08:39:09 UTC 2025","passed","Mon Aug 18 08:39:15 UTC 2025","tests.ui.AllDeleteTest","All Tests","tests.ui.AllDeleteTest","notValidAddMoney"
"Проверка ошибок  при удалении","5771","Проверка ошибок при удалении","PfDiplomaTeam1 All Tests","Mon Aug 18 08:39:27 UTC 2025","passed","Mon Aug 18 08:39:33 UTC 2025","tests.ui.AllDeleteTest","All Tests","tests.ui.AllDeleteTest","notValidAddMoney"
"Попытка продать автомобиль не в собственности пользователя","1632","Попытка продажи автомобиля пользователем (авто не во владении пользователя)","PfDiplomaTeam1 All Tests","Mon Aug 18 08:44:46 UTC 2025","passed","Mon Aug 18 08:44:47 UTC 2025","tests.api.PersonControllerTest","All Tests","tests.api.PersonControllerTest","userSellsCarNotInOwn"
"Проверка ошибок при неккоректном заполнении карточки клиента","6866","Проверка ошибок при неккоректном заполнение карточки клиента","PfDiplomaTeam1 All Tests","Mon Aug 18 08:37:06 UTC 2025","failed","Mon Aug 18 08:37:13 UTC 2025","tests.ui.CreateUserTest","All Tests","tests.ui.CreateUserTest","createUserWithNegativeValue"
"Проверка ошибок  при удалении","6463","Проверка ошибок при удалении","PfDiplomaTeam1 All Tests","Mon Aug 18 08:39:33 UTC 2025","passed","Mon Aug 18 08:39:39 UTC 2025","tests.ui.AllDeleteTest","All Tests","tests.ui.AllDeleteTest","notValidAddMoney"
"Проверка API метода POST: не переданы обязательные параметры, неверное значение параметра sex","807","Нарушение контракта метода POST /user","PfDiplomaTeam1 All Tests","Mon Aug 18 08:44:17 UTC 2025","passed","Mon Aug 18 08:44:18 UTC 2025","tests.api.PersonControllerTest","All Tests","tests.api.PersonControllerTest","createUserNegativeParams"
"Проверка изменения дома API","2444","Обновление дома (PUT /house/{id})","PfDiplomaTeam1 All Tests","Mon Aug 18 08:45:11 UTC 2025","passed","Mon Aug 18 08:45:14 UTC 2025","tests.api.HouseAPITest","All Tests","tests.api.HouseAPITest","updateHouseTest"
"Проверка API метода POST: не переданы обязательные параметры userId, carId","802","Нарушение контракта методов POST /user/{userId}/{buy/sell}Car/{carId}","PfDiplomaTeam1 All Tests","Mon Aug 18 08:44:36 UTC 2025","passed","Mon Aug 18 08:44:37 UTC 2025","tests.api.PersonControllerTest","All Tests","tests.api.PersonControllerTest","userBuyOrSellCarMissRequiredValues"
"Проверка ошибок при неккоректном заполнении карточки клиента","6846","Проверка ошибок при неккоректном заполнение карточки клиента","PfDiplomaTeam1 All Tests","Mon Aug 18 08:37:13 UTC 2025","passed","Mon Aug 18 08:37:20 UTC 2025","tests.ui.CreateUserTest","All Tests","tests.ui.CreateUserTest","createUserWithNegativeValue"
"Попытка совершения продажи/покупки авто при неполном заполнении формы","6720","Попытка отправки формы с незаполненным(и) обязательным(и) значением(ями)","PfDiplomaTeam1 All Tests","Mon Aug 18 08:33:30 UTC 2025","passed","Mon Aug 18 08:33:36 UTC 2025","tests.ui.BuyOrSellCarTest","All Tests","tests.ui.BuyOrSellCarTest","buyOrSellCarWithEmptyFieldsValues"
