"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка изменения значений в полях ввода по нажатию на стрелочки в этих полях","4467","Проверяет увеличение/уменьшение значений в полях ввода User ID и House ID при нажатии на стрелки","PfDiplomaTeam1 All Tests","Sat Aug 16 22:35:40 UTC 2025","passed","Sat Aug 16 22:35:44 UTC 2025","tests.ui.SettleToHouseInputsTest","All Tests","tests.ui.SettleToHouseInputsTest","changeFieldsValue"
"Проверка изменения значения возраста нажатием стрелочек","5884","Проверка изменения значения возраста нажатием стрелочек","PfDiplomaTeam1 All Tests","Sat Aug 16 22:31:40 UTC 2025","passed","Sat Aug 16 22:31:45 UTC 2025","tests.ui.CreateUserTest","All Tests","tests.ui.CreateUserTest","arrowClickAge"
"Проверка ошибок при неккоректном заполнении карточки клиента","5707","Проверка ошибок при неккоректном заполнение карточки клиента","PfDiplomaTeam1 All Tests","Sat Aug 16 22:33:25 UTC 2025","passed","Sat Aug 16 22:33:31 UTC 2025","tests.ui.CreateUserTest","All Tests","tests.ui.CreateUserTest","createUserWithNegativeValue"
"Проверка ошибок при неккоректном заполнении карточки клиента","5661","Проверка ошибок при неккоректном заполнение карточки клиента","PfDiplomaTeam1 All Tests","Sat Aug 16 22:33:49 UTC 2025","passed","Sat Aug 16 22:33:55 UTC 2025","tests.ui.CreateUserTest","All Tests","tests.ui.CreateUserTest","createUserWithNegativeValue"
"Проверка ошибок при неккоректном заполнении карточки клиента","5684","Проверка ошибок при неккоректном заполнение карточки клиента","PfDiplomaTeam1 All Tests","Sat Aug 16 22:33:38 UTC 2025","passed","Sat Aug 16 22:33:43 UTC 2025","tests.ui.CreateUserTest","All Tests","tests.ui.CreateUserTest","createUserWithNegativeValue"
"Проверка API метода PUT: не переданы обязательные параметры, неверное значение параметра sex","617","Нарушение контракта метода PUT /user","PfDiplomaTeam1 All Tests","Sat Aug 16 22:38:53 UTC 2025","failed","Sat Aug 16 22:38:54 UTC 2025","tests.api.PersonControllerTest","All Tests","tests.api.PersonControllerTest","changeUserNegativeParams"
"Проверка ошибок  при удалении","4632","Проверка ошибок при удалении","PfDiplomaTeam1 All Tests","Sat Aug 16 22:34:51 UTC 2025","passed","Sat Aug 16 22:34:55 UTC 2025","tests.ui.AllDeleteTest","All Tests","tests.ui.AllDeleteTest","notValidAddMoney"
"Проверка API метода GET","1930","Запрос на получение всех пользователей","PfDiplomaTeam1 All Tests","Sat Aug 16 22:39:23 UTC 2025","passed","Sat Aug 16 22:39:25 UTC 2025","tests.api.PersonControllerTest","All Tests","tests.api.PersonControllerTest","getAllUsers"
"Проверка ошибок  при удалении","4602","Проверка ошибок при удалении","PfDiplomaTeam1 All Tests","Sat Aug 16 22:35:11 UTC 2025","passed","Sat Aug 16 22:35:15 UTC 2025","tests.ui.AllDeleteTest","All Tests","tests.ui.AllDeleteTest","notValidAddMoney"
"Попытка заселения / выселения пользователя при неполном заполнении формы","4703","Попытка отправки формы с незаполненным(и) обязательным(и) значением(ями)","PfDiplomaTeam1 All Tests","Sat Aug 16 22:36:47 UTC 2025","passed","Sat Aug 16 22:36:52 UTC 2025","tests.ui.SettleToHouseTest","All Tests","tests.ui.SettleToHouseTest","settleUserToOrEvictFromHouseWithEmptyFieldsValues"
