"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Попытка заселения / выселения пользователя при неполном заполнении формы","6759","Попытка отправки формы с незаполненным(и) обязательным(и) значением(ями)","PfDiplomaTeam1 All Tests","Sun Aug 17 18:40:45 UTC 2025","passed","Sun Aug 17 18:40:52 UTC 2025","tests.ui.SettleToHouseTest","All Tests","tests.ui.SettleToHouseTest","settleUserToOrEvictFromHouseWithEmptyFieldsValues"
"","87","Проверка видимости основных элементов и текста заголовков","PfDiplomaTeam1 All Tests","Sun Aug 17 18:43:00 UTC 2025","passed","Sun Aug 17 18:43:00 UTC 2025","tests.ui.TestCarsReadAll","All Tests","tests.ui.TestCarsReadAll","testPageElements"
"Проверка ошибок  при удалении","5563","Проверка ошибок при удалении","PfDiplomaTeam1 All Tests","Sun Aug 17 18:39:05 UTC 2025","passed","Sun Aug 17 18:39:11 UTC 2025","tests.ui.AllDeleteTest","All Tests","tests.ui.AllDeleteTest","notValidAddMoney"
"Негативные проверки на ввод цифр в поля ввода","5222","Ввод русских, английских букв, спецсимволов и пробела в поля ввода","PfDiplomaTeam1 All Tests","Sun Aug 17 18:32:20 UTC 2025","passed","Sun Aug 17 18:32:26 UTC 2025","tests.ui.BuyOrSellCarInputsTest","All Tests","tests.ui.BuyOrSellCarInputsTest","negativeInputInFields"
"Проверка создания дома API","833","Создание дома (POST /house)","PfDiplomaTeam1 All Tests","Sun Aug 17 18:44:21 UTC 2025","passed","Sun Aug 17 18:44:22 UTC 2025","tests.api.HouseAPITest","All Tests","tests.api.HouseAPITest","createHouseTest"
"Позитивная проверка на ввод цифр в поля ввода","5193","Ввод цифр в поля ввода","PfDiplomaTeam1 All Tests","Sun Aug 17 18:40:19 UTC 2025","passed","Sun Aug 17 18:40:24 UTC 2025","tests.ui.SettleToHouseInputsTest","All Tests","tests.ui.SettleToHouseInputsTest","positiveInputInFields"
"Попытка заселения / выселения пользователя при неполном заполнении формы","6797","Попытка отправки формы с незаполненным(и) обязательным(и) значением(ями)","PfDiplomaTeam1 All Tests","Sun Aug 17 18:40:52 UTC 2025","passed","Sun Aug 17 18:40:58 UTC 2025","tests.ui.SettleToHouseTest","All Tests","tests.ui.SettleToHouseTest","settleUserToOrEvictFromHouseWithEmptyFieldsValues"
"Проверка создания авто API","2248","Проверка создания авто API","PfDiplomaTeam1 All Tests","Sun Aug 17 18:43:05 UTC 2025","passed","Sun Aug 17 18:43:07 UTC 2025","tests.api.CarAPITest","All Tests","tests.api.CarAPITest","createCarAPI"
"Проверка ошибок при неккоректном заполнении карточки клиента","6355","Проверка ошибок при неккоректном заполнение карточки клиента","PfDiplomaTeam1 All Tests","Sun Aug 17 18:37:07 UTC 2025","passed","Sun Aug 17 18:37:13 UTC 2025","tests.ui.CreateUserTest","All Tests","tests.ui.CreateUserTest","createUserWithNegativeValue"
"Негативные проверки на ввод цифр в поля ввода","5188","Ввод русских, английских букв, спецсимволов и пробела в поля ввода","PfDiplomaTeam1 All Tests","Sun Aug 17 18:32:26 UTC 2025","passed","Sun Aug 17 18:32:31 UTC 2025","tests.ui.BuyOrSellCarInputsTest","All Tests","tests.ui.BuyOrSellCarInputsTest","negativeInputInFields"
