"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Негативные проверки на ввод цифр в поля ввода","4086","Ввод русских, английских букв, спецсимволов и пробела в поля ввода","PfDiplomaTeam1 All Tests","Tue Aug 19 07:51:36 UTC 2025","passed","Tue Aug 19 07:51:40 UTC 2025","tests.ui.SettleToHouseInputsTest","All Tests","tests.ui.SettleToHouseInputsTest","negativeInputInFields"
"Проверка поиска по ID = 1 через нажатие стрелки вверх","5354","Проверка поиска по ID = 1 через нажатие стрелки вверх","PfDiplomaTeam1 All Tests","Tue Aug 19 07:55:39 UTC 2025","passed","Tue Aug 19 07:55:45 UTC 2025","tests.ui.ReadOneByIdPageTest","All Tests","tests.ui.ReadOneByIdPageTest","inputIdFromArrowUp"
"Проверка ошибок при неккоректном заполнении карточки клиента","5259","Проверка ошибок при неккоректном заполнение карточки клиента","PfDiplomaTeam1 All Tests","Tue Aug 19 07:49:52 UTC 2025","passed","Tue Aug 19 07:49:58 UTC 2025","tests.ui.CreateUserTest","All Tests","tests.ui.CreateUserTest","createUserWithNegativeValue"
"","10383","Успешная продажа / покупка автомобиля","PfDiplomaTeam1 All Tests","Tue Aug 19 07:58:51 UTC 2025","passed","Tue Aug 19 07:59:01 UTC 2025","tests.ui.AllPostTest","All Tests","tests.ui.AllPostTest","testValidDataSubmissionSellOrBuyCar"
"Проверка ошибок при неккоректном заполнении полей добавление денег","5155","Проверка ошибок при неккоректном заполнении полей добавление денег","PfDiplomaTeam1 All Tests","Tue Aug 19 07:46:31 UTC 2025","passed","Tue Aug 19 07:46:36 UTC 2025","tests.ui.AddMoneyTest","All Tests","tests.ui.AddMoneyTest","notValidAddMoney"
"Проверка ошибок  при удалении","4207","Проверка ошибок при удалении","PfDiplomaTeam1 All Tests","Tue Aug 19 07:50:07 UTC 2025","passed","Tue Aug 19 07:50:11 UTC 2025","tests.ui.AllDeleteTest","All Tests","tests.ui.AllDeleteTest","notValidAddMoney"
"Проверка ошибок  при удалении","4198","Проверка ошибок при удалении","PfDiplomaTeam1 All Tests","Tue Aug 19 07:50:12 UTC 2025","passed","Tue Aug 19 07:50:16 UTC 2025","tests.ui.AllDeleteTest","All Tests","tests.ui.AllDeleteTest","notValidAddMoney"
"","7665","Успешное создание нового автомобиля","PfDiplomaTeam1 All Tests","Tue Aug 19 07:59:08 UTC 2025","passed","Tue Aug 19 07:59:16 UTC 2025","tests.ui.AllPostTest","All Tests","tests.ui.AllPostTest","testValidUserSubmissionOnCreateCarForm"
"","3706","Сортировка по возростанию/убыванию ID","PfDiplomaTeam1 All Tests","Tue Aug 19 07:56:21 UTC 2025","passed","Tue Aug 19 07:56:25 UTC 2025","tests.ui.ReadAllUsersTest","All Tests","tests.ui.ReadAllUsersTest","testSortId"
"Попытка продать автомобиль не в собственности пользователя","1188","Попытка продажи автомобиля пользователем (авто не во владении пользователя)","PfDiplomaTeam1 All Tests","Tue Aug 19 07:57:46 UTC 2025","passed","Tue Aug 19 07:57:47 UTC 2025","tests.api.PersonControllerTest","All Tests","tests.api.PersonControllerTest","userSellsCarNotInOwn"
"Позитивная проверка на ввод цифр в поля ввода","4079","Ввод цифр в поля ввода","PfDiplomaTeam1 All Tests","Tue Aug 19 07:51:49 UTC 2025","passed","Tue Aug 19 07:51:53 UTC 2025","tests.ui.SettleToHouseInputsTest","All Tests","tests.ui.SettleToHouseInputsTest","positiveInputInFields"
"","4620","Успешное создание нового пользователя","PfDiplomaTeam1 All Tests","Tue Aug 19 07:59:16 UTC 2025","passed","Tue Aug 19 07:59:20 UTC 2025","tests.ui.AllPostTest","All Tests","tests.ui.AllPostTest","testValidUserSubmissionOnCreateUserForm"
"Проверка API метода GET: выполнение запроса с неверным методом","589","Нарушение контракта GET /users","PfDiplomaTeam1 All Tests","Tue Aug 19 07:57:30 UTC 2025","passed","Tue Aug 19 07:57:30 UTC 2025","tests.api.PersonControllerTest","All Tests","tests.api.PersonControllerTest","getAllUsersWrongMethod"
"Негативная проверка на ввод цифр,букв, символов в поля ввода","4079","Ввод цифр в поля ввода","PfDiplomaTeam1 All Tests","Tue Aug 19 07:56:42 UTC 2025","passed","Tue Aug 19 07:56:46 UTC 2025","tests.ui.ReadUserWithCarsTest","All Tests","tests.ui.ReadUserWithCarsTest","negativeInputInFields"
"Проверка ошибок при неккоректном заполнении карточки клиента","5235","Проверка ошибок при неккоректном заполнение карточки клиента","PfDiplomaTeam1 All Tests","Tue Aug 19 07:49:15 UTC 2025","passed","Tue Aug 19 07:49:20 UTC 2025","tests.ui.CreateUserTest","All Tests","tests.ui.CreateUserTest","createUserWithNegativeValue"
"Негативные проверки на ввод цифр в поля ввода","4096","Ввод русских, английских букв, спецсимволов и пробела в поля ввода","PfDiplomaTeam1 All Tests","Tue Aug 19 07:51:11 UTC 2025","passed","Tue Aug 19 07:51:15 UTC 2025","tests.ui.SettleToHouseInputsTest","All Tests","tests.ui.SettleToHouseInputsTest","negativeInputInFields"
"Проверка API метода GET","1827","Запрос на получение всех пользователей","PfDiplomaTeam1 All Tests","Tue Aug 19 07:57:47 UTC 2025","passed","Tue Aug 19 07:57:49 UTC 2025","tests.api.PersonControllerTest","All Tests","tests.api.PersonControllerTest","getAllUsers"
"Негативная проверка на ввод цифр,букв, символов в поля ввода","4090","Ввод цифр в поля ввода","PfDiplomaTeam1 All Tests","Tue Aug 19 07:56:38 UTC 2025","passed","Tue Aug 19 07:56:42 UTC 2025","tests.ui.ReadUserWithCarsTest","All Tests","tests.ui.ReadUserWithCarsTest","negativeInputInFields"
"Проверка при заполнении карточки авто валидными данными","1945","createCarWithValidData","PfDiplomaTeam1 All Tests","Tue Aug 19 07:53:18 UTC 2025","passed","Tue Aug 19 07:53:20 UTC 2025","tests.ui.CreateCarTest","All Tests","tests.ui.CreateCarTest","createCarWithValidData"
"Проверка API метода POST: не переданы обязательные параметры, неверное значение параметра sex","596","Нарушение контракта метода POST /user","PfDiplomaTeam1 All Tests","Tue Aug 19 07:57:25 UTC 2025","passed","Tue Aug 19 07:57:25 UTC 2025","tests.api.PersonControllerTest","All Tests","tests.api.PersonControllerTest","createUserNegativeParams"
"Проверка изменения значения в поле ввода по нажатию на стрелочки","4114","Проверка увеличение/уменьшение значений в поле ввода READ  при нажатии на стрелки","PfDiplomaTeam1 All Tests","Tue Aug 19 07:56:29 UTC 2025","passed","Tue Aug 19 07:56:33 UTC 2025","tests.ui.ReadUserWithCarsTest","All Tests","tests.ui.ReadUserWithCarsTest","changeFieldsValue"
